Text,Annotator 1,Annotator 2,Annotator 3,Sentiment,SourceSheet,Unanimous,Stratum
"nai sub behnoon ko ata hai,,,agr na bhi ata ho tu bhai kahe tu zaroor try krti hai aur bhai jaisa bhi bna ho kuch tareef aur phr mushkil se khane ki koshish krte hai:giggle:",negative,negative,negative,negative,food and recipes,True,food and recipes§negative
"yeh tum na emotional blackmailing mat chorna, bi :p",negative,negative,negative,negative,food and recipes,True,food and recipes§negative
Hafsa phr aap kab khila rahi hain yeh tandoori chargha? ;),neutral,neutral,neutral,neutral,food and recipes,True,food and recipes§neutral
Yahan LINE hai? :o_O: :dead::facepalm:,neutral,neutral,neutral,neutral,food and recipes,True,food and recipes§neutral
kiaa? :eek: yaqeen nahi aya. ap is thread par meri pehli 1t dekh sakti hain. :spin:,negative,negative,negative,negative,food and recipes,True,food and recipes§negative
hmm rahem dil hmy kehty hen ;),positive,positive,positive,positive,food and recipes,True,food and recipes§positive
mujhe bhi na dusroun keh haath ka bna khass lutf deta hai..mazey ka bhi lagta hai buht...kiuyn keh khana assan hota hai na je pakaney ki ba'nissbet..so app kab khila rahi hein humsub ko sana biryani ??,positive,positive,positive,positive,food and recipes,True,food and recipes§positive
buht shukeryia.......................main ney kabhi khaii nahin...........bus sunn he rakha hai iska naam.........Insha'Allah kal bana ker daikhein gey:),positive,positive,positive,positive,food and recipes,True,food and recipes§positive
good janab,positive,positive,positive,positive,food and recipes,True,food and recipes§positive
Salt Agar Payaz daltay time dal dein tou kesa rahe ga?,neutral,neutral,neutral,neutral,food and recipes,True,food and recipes§neutral
ye sweet mujhe boht pasand hai.,positive,positive,positive,positive,food and recipes,True,food and recipes§positive
vegetable pizza kese banaaya jae?plz simple recipe btae,neutral,neutral,neutral,neutral,food and recipes,True,food and recipes§neutral
ap mujhe pls provide kare to main try karun khud se,neutral,neutral,neutral,neutral,food and recipes,True,food and recipes§neutral
Thai rice or singapoorian rice mery khayal me taqreebn same hoty hyn . Ap ka kia khyal hy .?,neutral,neutral,neutral,neutral,food and recipes,True,food and recipes§neutral
asan hai bana lu gi. mere liye koi dish mushkil nahi hai. mai ne boht se mushkil or aise dishes banai hui hain jo Pakistan me boht kum log banate hain. chane ki daal me kiya mushkil hai,neutral,neutral,neutral,neutral,food and recipes,True,food and recipes§neutral
phr chup rahain kch nahi mily ga :p,negative,negative,negative,negative,food and recipes,True,food and recipes§negative
