Text,Annotator 1,Annotator 2,Annotator 3,Sentiment,SourceSheet,Unanimous,Stratum
Chalay Ab achay se training kar ke araam se hm se baty karty karty rest karyega ;-),positive,positive,positive,positive,sports,True,sports§positive
Yep ap training qatam karay Hm thora parh leta hain:'p Phr Chat session Ok na?,neutral,positive,neutral,neutral,sports,False,sports§neutral
Lala seriously itna sb kaisey Manage kr Laitey hain aap!,neutral,positive,neutral,neutral,sports,False,sports§neutral
Aap se baat kari hai kisi ne? Har kisi ke maamle mey bolte ho,neutral,negative,neutral,neutral,sports,False,sports§neutral
o teri ... Afridi block kardia tum ko kheriyat baba asa kia kea tum ne afridi kay sath. Nice bandha hai afridi,positive,negative,positive,positive,sports,False,sports§positive
Ahan abhi fone kar kay pata kar leta hu main masla koi nahi yeh tau,positive,positive,positive,positive,sports,True,sports§positive
main tau gareeb admi hu yar mere pas kahan se uska number aya,negative,negative,negative,negative,sports,True,sports§negative
Paisa Ikatha karo Shahid Bhai Bas. Training halki phulki kar liya karo gher pey hi. Iska cricket main to koi faida hey nahi,negative,negative,negative,negative,sports,True,sports§negative
plz mujh ko reply kro sirf larki nia he tumhare fanz mia.larke b he.g,neutral,negative,neutral,neutral,sports,False,sports§neutral
Assalam o alaikum bhai plz aj mjhe ek tweet kr dain plz plz plz,positive,positive,positive,positive,sports,True,sports§positive
"Abb kya faida ,WC tu jeet nhn sakey ,,,poor performance app aur kaye dosrey khilarioon ke",negative,negative,negative,negative,sports,True,sports§negative
.sara din kaam krne k baad in Gym..wow..Salam bro,positive,positive,positive,positive,sports,True,sports§positive
Mere czn Misbah ke bht bare fan ha wo DM pa bat kar chuke hai Misbah ne use apne sec ka no be dya ta or bad ma apna be dya ta,positive,positive,positive,positive,sports,True,sports§positive
Hmmm! Khi ajao un ke ghar chalte hn 7 ma,neutral,neutral,neutral,neutral,sports,True,sports§neutral
"Mujhay Asal mein Milna hai, Sachi Wala... Mein Karachi nhe Asakti..😞",positive,negative,positive,positive,sports,False,sports§positive
"Ma'am kahe rahi hai quit nahi karna, tu nahi Karna..",negative,negative,negative,negative,sports,True,sports§negative
aaj shoaib Bhai ka koi tweet nahi,negative,negative,negative,negative,sports,True,sports§negative
pagal ne fake misbah ki id ko add kar dia,negative,negative,negative,negative,sports,True,sports§negative
"Tnkew Lala Apke Is Tweet Se Ik Bat to Hmko Pta Chali k.... ""Misbah Bhai ka B Twitter Acc Hai. :D",neutral,positive,neutral,neutral,sports,False,sports§neutral
Lala yh Misbah bhai ka real account nh.. :,neutral,negative,neutral,neutral,sports,False,sports§neutral
..LALA retirment wapis lailo plz Pak Team ap awr Misbah k ilawa koie nhe hai yar plz hm ap k baghair Mach dak nhe skte,negative,positive,negative,negative,sports,False,sports§negative
u great player ho pak team k nd hmsha rho gy,positive,positive,positive,positive,sports,True,sports§positive
shahid bhai ap se ye expectation nae thi k ap darhi topi ka mazak urahye ge. Wo har hal ma hum se ache hai...,neutral,positive,neutral,neutral,sports,False,sports§neutral
Bhai aap kyun aisa khelte ho crucial times pe ? 150-5 in 31 overs and u are out..,negative,negative,negative,negative,sports,True,sports§negative
Lala jaani kaisse ho ik Fav hi de do ;),positive,positive,positive,positive,sports,True,sports§positive
ODI ko chor k ja rahe hn main ODI nhn dekhungi ab plzzz T20 kabi mat choriyega warna WO b nhn dekhungi :(((,negative,negative,negative,negative,sports,True,sports§negative
kash aj aus ki jaga pak team hti,neutral,positive,neutral,neutral,sports,False,sports§neutral
kash ye kash na hota bech main,negative,positive,negative,negative,sports,False,sports§negative
lekin ap logon ko kbi sharam nhi ani,negative,negative,negative,negative,sports,True,sports§negative
lala app kch ni kar saky da wale,negative,negative,negative,negative,sports,True,sports§negative
Ab apko t20 Jeetna h or opning ana h,positive,positive,positive,positive,sports,True,sports§positive
bhai aap Apna retirement ka faisla wapis lo,neutral,positive,neutral,neutral,sports,False,sports§neutral
wo sb teek hai bt ap kb ek chat sesion k liye aaen ge?,positive,neutral,positive,positive,sports,False,sports§positive
lala g notifications bhe check kr lain fans r dieing for chat session....plz kr lain na chat session :(,negative,negative,negative,negative,sports,True,sports§negative
shukar hai log twitter py tu aae...love u,positive,positive,positive,positive,sports,True,sports§positive
lala apki bhi esi ending chahty thy jesy clarke ki huwi hai,neutral,positive,neutral,neutral,sports,False,sports§neutral
pTaa nii hUm kb aisi celebration kren gay :'( :'(,neutral,negative,neutral,neutral,sports,False,sports§neutral
"koi congrats nhi in aussies ko, ye to hain he cheater",negative,negative,negative,negative,sports,True,sports§negative
abhi na jao chhod k dil abhi bhra nahi,negative,negative,negative,negative,sports,True,sports§negative
Hr kaam me muaavza talash nhi krtay Rao Sahib,negative,negative,negative,negative,sports,True,sports§negative
App nay koshish pori ki thi k aisa na ho,negative,positive,negative,negative,sports,False,sports§negative
chal hatt bekar ar bdnyaat insan .jan bouj k prfm ni kia wc mn,negative,negative,negative,negative,sports,True,sports§negative
haider bhai dimagh to kam ha hi us k sath ye jaan k bi perform nai kar raha kuch salon se,negative,negative,negative,negative,sports,True,sports§negative
kia reason ho sakti he perfoam@na kerne ke?,negative,neutral,negative,negative,sports,False,sports§negative
"v gonna miss this line so much,Abhi misbah hy wo ayega or team ko lekr chalega ,Afridi abhi baki hy wo kuch b karskta hy:(",negative,positive,negative,negative,sports,False,sports§negative
mjy bhht buraaa lg ra log apkoo buraa bhlaa keh ry en plzzzzz n jaoo apnii izat fam vaps lao fr jao plzzzzzz ;-( plzzz;-(,negative,negative,negative,negative,sports,True,sports§negative
abi 400 selfie puri nai huin plz stay,negative,neutral,negative,negative,sports,False,sports§negative
yar apki batting ko kia hogaya he,neutral,negative,neutral,neutral,sports,False,sports§neutral
aur wo bi sirf islye k isko captaincy se kyon hataya aur hamari masoom awaam ko kuch pata hi nahi..,neutral,negative,neutral,neutral,sports,False,sports§neutral
plz ap end krdo crikaet se plz ap ki marbani ho gy,positive,negative,positive,positive,sports,False,sports§positive
plz lala wapas a jao odi cricket me plz plz,neutral,positive,neutral,neutral,sports,False,sports§neutral
lala plz retirement ka faisla wapis ly lyn..hm match kesy dykhyn gy ap k bgyr:(:(,neutral,negative,neutral,neutral,sports,False,sports§neutral
Sab ne apni apni koshish ki lala... But jo Allah ko Manzoor wohi hua...,positive,positive,positive,positive,sports,True,sports§positive
Lala ap jca player nai mil skta hai ap ki alag hi baat hai,negative,positive,negative,negative,sports,False,sports§negative
3haar jeet dosent matter duniya hai hota hai chalta hai:),neutral,positive,neutral,neutral,sports,False,sports§neutral
lala great ap bhuat great ho bhai ja,positive,positive,positive,positive,sports,True,sports§positive
yar wo lala ne thanks Nigga bol diya tha galti se Mark Nicholas ko :p saray shugal lga rhy thy to ye tweet ki ab inho ne,positive,negative,positive,positive,sports,False,sports§positive
World cup lay kr ana hai.. In'sha'Allah :),positive,positive,positive,positive,sports,True,sports§positive
inshaAllah Fav mile ga Follow back nhe dety Lala n mujhy wase Lala sy fav bhi mila hai n repky bhi phelay,neutral,positive,neutral,neutral,sports,False,sports§neutral
I know Lalaa Follow back nhe kertay lekin mje pura yakeen hai mje followBack milay ga lala se :),neutral,positive,neutral,neutral,sports,False,sports§neutral
Phir. mujhy bhi mile ga Na yr Dono Ko,neutral,positive,neutral,neutral,sports,False,sports§neutral
O bhaiya g na karyn explain! Chalta ha..ma nigga,negative,positive,negative,negative,sports,False,sports§negative
"Bhai, kum se kum sasti wali afeem toh na kiya karo.",negative,negative,negative,negative,sports,True,sports§negative
finally ap ka tweet dakha after many many..... many days:-),neutral,positive,neutral,neutral,sports,False,sports§neutral
wese muje bhi samjh nhi aayi :),negative,negative,negative,negative,sports,True,sports§negative
kuch nhi lala ki yaad arhi hy bht ziada :(,negative,positive,negative,negative,sports,False,sports§negative
Afridi ko kch na kaha krain plz :),negative,positive,negative,negative,sports,False,sports§negative
Kya kehna chah rahe hain shahid bhai ? Kuch samjh nahe aya :p,negative,negative,negative,negative,sports,True,sports§negative
Eik tou jab aap tweet karte hn main offline hoti hu,neutral,negative,neutral,neutral,sports,False,sports§neutral
"sb choren, worldcup ly aain lala",neutral,positive,neutral,neutral,sports,False,sports§neutral
lala we really miss u.. Please fans k liye thorey time k liye hi online Ho jaya Karen pljjjjjjjjjjjjjjjjj,negative,positive,negative,negative,sports,False,sports§negative
Agar samja toh mujhe bhi batana.,neutral,positive,neutral,neutral,sports,False,sports§neutral
"bhai oneline ayn.byshak twit na kryn ,hmari twit read kr lyn plz",neutral,positive,neutral,neutral,sports,False,sports§neutral
U know ajj mai subho se apko miss kr rehi thi and veryyyy happy 2 see your tweet,neutral,positive,neutral,neutral,sports,False,sports§neutral
na jhoot bolna chaiye. na jhoot tweet karna chaiye.,positive,positive,positive,positive,sports,True,sports§positive
bolti pora hoon likhti thoda hoon,neutral,positive,neutral,neutral,sports,False,sports§neutral
dono chezy pori kiya kroo madam.,neutral,negative,neutral,neutral,sports,False,sports§neutral
Lala teh konsi umar hai retire honay ki? This country needs you till WC2019 @JAfridi10 bhai mere behalf par request Lala :(,positive,positive,positive,positive,sports,True,sports§positive
lala ma ap se itne din se kah ri hn...plzzzzzz wish me....,positive,negative,positive,positive,sports,False,sports§positive
phir apne chale jana h #wcw k lye...plzzzz bat krlenn,neutral,negative,neutral,neutral,sports,False,sports§neutral
lala g itni menty na kawaya karo na plzz ab day do :)) u r the best hero,positive,positive,positive,positive,sports,True,sports§positive
Salaam lalaa....twitter pe hamain jaanay se pehlay thora time de dain..,positive,positive,positive,positive,sports,True,sports§positive
itnay tweets karti Houn ap ko lakin ap reply nahi detay kiun? :(,negative,negative,negative,negative,sports,True,sports§negative
lala app kal nahi arhe hain peshawar?????,negative,neutral,negative,negative,sports,False,sports§negative
Lala enjoy :) Miss u :( Lalaa kaise hain aap Lala best of luck for #WC2015,positive,positive,positive,positive,sports,True,sports§positive
alam Lalaa kaise hain aap?,neutral,positive,neutral,neutral,sports,False,sports§neutral
best of luck lala ALLAH pak ko or apko kamyabio s hmkinar kray AMEEN SUMA AMEEN,positive,positive,positive,positive,sports,True,sports§positive
Lala aap pe pura yakeen hai aap WC jeet k layengay IA!,positive,positive,positive,positive,sports,True,sports§positive
"Shahid bhai, India say Match ko win karna hai ""15 Feb 2015""",positive,positive,positive,positive,sports,True,sports§positive
slam Lala how r u?fanz ko b yaad krlia krein plzzz tour pr jany se pehly atleast thora edr b dekhlain :(,positive,negative,positive,positive,sports,False,sports§positive
Lala aap meri zindagi ho,neutral,positive,neutral,neutral,sports,False,sports§neutral
haaa ajaye bro...ab kafi time ho gyaa...please come online lala,neutral,neutral,neutral,neutral,sports,True,sports§neutral
Lala g meri b 15th birthday wish krden Hazaron saalon se is wish ka wait tha mujhe plz krden,positive,positive,positive,positive,sports,True,sports§positive
Lala ap meri Faryad sun len plz krden naw reply,neutral,negative,neutral,neutral,sports,False,sports§neutral
kal ma pora din roti rahi hoon lala na mujha nahi kiya ',negative,negative,negative,negative,sports,True,sports§negative
mujhe 1 month phle kia tha Lala ne reply us k bd me off rhti thi ab me itnyy twits krti hon but no reply,negative,negative,negative,negative,sports,True,sports§negative
likin jab lala online ho to wo zaror rply kartan hai,neutral,positive,neutral,neutral,sports,False,sports§neutral
Lalaa g traffics ko kbhi khatam nhi hoyegi bss aap apna khayal rakhna :) tc Lala,neutral,positive,neutral,neutral,sports,False,sports§neutral
Mari dua ha ap ko rep kara wo !,positive,positive,positive,positive,sports,True,sports§positive
issi liye kehte hain go nawaz go :P,neutral,negative,neutral,neutral,sports,False,sports§neutral
Bus jaldi se IK hamare pm ban jayen <3,neutral,positive,neutral,neutral,sports,False,sports§neutral
Lala bs kren Choren isko tesion na len ap bs mujhe reply krden pir sb theek. hojye ga In Sha Allah,positive,positive,positive,positive,sports,True,sports§positive
Shahid Bhai Allah Pak apko world Cup ka Highest Wicket Taker bowler Bana dain Ameen Or Success dain Ameen,positive,positive,positive,positive,sports,True,sports§positive
Lala ye len khuda ka wasta ha krden reply plzzz plzz,positive,negative,positive,positive,sports,False,sports§positive
log new year celebrate karney mey busy hen :(,positive,negative,positive,positive,sports,False,sports§positive
lala ap ny mjh mere tweet ka jawab nahi dyaa :/,negative,negative,negative,negative,sports,True,sports§negative
"we will gooooo haier!! N kbhi jo badal barsy,, n mood acha ho to all songs jo bhi chal raha ho",positive,positive,positive,positive,sports,True,sports§positive
Lala ap mjh reply kyu ni data hai har bar ma bhi apki fan hu,neutral,negative,neutral,neutral,sports,False,sports§neutral
lala mj bhi new year pet reply dai ne plz,positive,positive,positive,positive,sports,True,sports§positive
Lala apk o itna miss kr ray hain Ap soch. b nhi skte,negative,positive,negative,negative,sports,False,sports§negative
bnda cartoon bnkey reh jata hae,neutral,negative,neutral,neutral,sports,False,sports§neutral
lala mje apse baat krni hai plz online ajaye na :-(,neutral,neutral,neutral,neutral,sports,True,sports§neutral
slam Lala how r u?lala KHI k halat to hamesha khrab rahengy :(,neutral,negative,neutral,neutral,sports,False,sports§neutral
aese na kaho plz dua kro inshaAllah sb theek ho jayega,neutral,positive,neutral,neutral,sports,False,sports§neutral
hahah haan na meri to dua hai hamesha sari lyf maine b to DXB nhi rehna kbi na kbi to mje b Pak anyparega,neutral,negative,neutral,neutral,sports,False,sports§neutral
haan pata hai mujhe tmhari duayen saath hain lekin tumhe pak q aana parega???,positive,neutral,positive,positive,sports,False,sports§positive
shahid bhai world cup har jao per India ko Hara kar Tarikh raqam kardain ap apne oper ek or star laga lain Plz,negative,negative,negative,negative,sports,True,sports§negative
ab aapko hi aana parega politics ke maidan mein,neutral,positive,neutral,neutral,sports,False,sports§neutral
lala jee please reply kar den na... Mera new year happy bna dain..:(,positive,positive,positive,positive,sports,True,sports§positive
kachi sharaab se fursat nhi hai CM sindh ko,negative,negative,negative,negative,sports,True,sports§negative
kaam mai kisi ko interest ho to phr a na lala wo sub to buss salery lene aate office :/,neutral,negative,neutral,neutral,sports,False,sports§neutral
pinky ka bi khyal rakko marra... e bechari marne baiti hay..,negative,negative,negative,negative,sports,True,sports§negative
Ap Jesa Koi Nh Hai lala Ap Jesa Koi Ho B Nh Sakta. Hm Cricket Apke Lye Dekhty.,negative,positive,negative,negative,sports,False,sports§negative
Lala Em V Sad. :( ;( Asa laGra Kbi Smile Nh Krun Gi. ;(,negative,negative,negative,negative,sports,True,sports§negative
"Chalen lala koi nahi, bs ab aa jain ap bhi hamare IK k sath. :)",negative,positive,negative,negative,sports,False,sports§negative
"hahahahahha aryyy woh toh sb ko pta hai lala bs aise hi keh rhy hen, aana toh unhen paray ga :)",neutral,positive,neutral,neutral,sports,False,sports§neutral
yar NS ne b os k lye ankhein khol rakhi hui ha :D,neutral,neutral,neutral,neutral,sports,True,sports§neutral
NS khuwab dekhta reh jaye ga :D,neutral,negative,neutral,neutral,sports,False,sports§neutral
hahah ALLAH kare,neutral,positive,neutral,neutral,sports,False,sports§neutral
lalaaaa hm apko retirement nahi lene denge :( lalaaaa v love,neutral,positive,neutral,neutral,sports,False,sports§neutral
lalaa apko pta hy lalaa me abi ghr pohanchi ho mere baba pak chalay gaye hy :( unhe abi airport chorkar aai ho,neutral,negative,neutral,neutral,sports,False,sports§neutral
islie lalaa mene apki sari tweets abi read ki he lalaa us time me dubai mall me thi lalaaa ye apne retiremnt q leli :( :'((,neutral,negative,neutral,neutral,sports,False,sports§neutral
lalaaa me sara rasta ro kar ghr aai ho :((,negative,negative,negative,negative,sports,True,sports§negative
bhai 2019 ka WC nahi kheloge kya ?,negative,neutral,negative,negative,sports,False,sports§negative
lala ap sad to nai hain na plzz sad na hoon,positive,negative,positive,positive,sports,False,sports§positive
cricket ke badshah :( mt jaye odi chor kar :(((((,negative,negative,negative,negative,sports,True,sports§negative
alal apko hmse phly permission laini chiaye thi..after all we are part of ur life..how can u take this decision so easily,neutral,negative,neutral,neutral,sports,False,sports§neutral
salam lala kaise hain..lalaa ye kya lalaaa ap retirement q lerhay hain :( plzzzz aisa na karain lala hm crc apke lye dekhte,positive,negative,positive,positive,sports,False,sports§positive
very sad news but hum bi odi cricket dehkna chord denge 2015 world cup ke bad,negative,negative,negative,negative,sports,True,sports§negative
lala best decision...!!!! Lekn t20 nh chorna...!!!,neutral,positive,neutral,neutral,sports,False,sports§neutral
waseem akram legend.legend e heery ki pehchan bata skta hai.,positive,positive,positive,positive,sports,True,sports§positive
lala g maan jao na zid na karo plzzz,positive,positive,positive,positive,sports,True,sports§positive
Faisly py nazr e sani kr lo aisy chor k na jao abi 5 saal ap ke cricket baki hai next wc uk main hai wahan he khtm kro,positive,positive,positive,positive,sports,True,sports§positive
uk sy ap ny start lia tah buyt as u wish hmra dil ni kry ga ckt dehkny ko,negative,negative,negative,negative,sports,True,sports§negative
hmmmm lala ap le skteee h hmre duaien h na ap k sth,positive,positive,positive,positive,sports,True,sports§positive
".afridi look shahrukh sad hain.na rulao shahrukh ko ye to khud dunia mai khushain bant,ty hain.go lala go.",neutral,negative,neutral,neutral,sports,False,sports§neutral
Lala hum Afridians ap se naraz aj se,negative,negative,negative,negative,sports,True,sports§negative
Ap Jesa Koi Peda Hi Nh Hua lala,negative,positive,negative,negative,sports,False,sports§negative
WC15 main bana lena lala...hum dua karenge :),positive,positive,positive,positive,sports,True,sports§positive
Han record wapis banana hai.,neutral,positive,neutral,neutral,sports,False,sports§neutral
ab 2015 WC main hum yeh Good News suny gy k app ny apna record wapas apny naam kar liya :),positive,positive,positive,positive,sports,True,sports§positive
Woh bhi complete krke jaea Sir!,neutral,positive,neutral,neutral,sports,False,sports§neutral
o moto ek ta player record breal hoa te regret.. Kore..eta hasso kor nah!!!,negative,neutral,negative,negative,sports,False,sports§negative
Don't b sad abt that record lala.. jo record apka hmare dil mn wo koi bh nh tor skta no one means no one..,neutral,positive,neutral,neutral,sports,False,sports§neutral
Lala aj hi dharna dene ajaenge.,negative,negative,negative,negative,sports,True,sports§negative
lala app ne he pehlay woh record bnaya tha. Khair hogae.,positive,positive,positive,positive,sports,True,sports§positive
LALA ap dobara bhe bana skte h plzzzzz lala abhe na kre na plzzzzz,negative,positive,negative,negative,sports,False,sports§negative
plzzźz shahid bhai crickt mt choro abhi plzzzzzzzzzzz ...hm dekhna chahty hain apko abhi,positive,positive,positive,positive,sports,True,sports§positive
afridians! tor do ajj sarey records itne msgs kro ke ginti khatam ho jaye,neutral,positive,neutral,neutral,sports,False,sports§neutral
lala G lagta hai aaj aap ek aur record bana lenge twitter pe sb se zyada msgs ka ...... Love u Lala G,positive,positive,positive,positive,sports,True,sports§positive
It's OK lala.. Ap apna record wapis lain gy IN SHAA ALLAH.,positive,positive,positive,positive,sports,True,sports§positive
koi nh lala :) hum nh manty wo record tb tooty ga jb koi bnda 50 overs ki game me bnaey ga :),negative,positive,negative,negative,sports,False,sports§negative
khan saab ka koi naya interview nahi aya ? 4 din hugaee yaar,negative,neutral,negative,negative,sports,False,sports§negative
"Yar Lala U can still play. Moong khu sta da para match guroo, safa safa owaya che worldcup na pas cricket ma gorai.",positive,neutral,positive,positive,sports,False,sports§positive
my boom boom lala i really love u bht saara...acha agr ja rhe ho to i want to c u lifting WC kuch b ho jae only u bas u u u,positive,positive,positive,positive,sports,True,sports§positive
lala aap khush to hm khush :),positive,positive,positive,positive,sports,True,sports§positive
ol..ab geo ka mulazim hai tho yahi bolay ga,neutral,negative,neutral,neutral,sports,False,sports§neutral
koi bat nai lala Record hoty e tootny k liye hain,negative,positive,negative,negative,sports,False,sports§negative
Bhai aap pehle cricketer hoge to adulthood se pehle retire ho rahe ho,neutral,negative,neutral,neutral,sports,False,sports§neutral
farishtiiiiiiiiiiiiiiiiiiiiiiiiiiii lala ko mana kro na,negative,negative,negative,negative,sports,True,sports§negative
Lala abhi say kyun senti aur emotional kr rahay hain easi tweets kr ke. :(,negative,negative,negative,negative,sports,True,sports§negative
Ab m Allah say ahi duwa karungi k wo apka a decision change krwa day... Allah sab thik krdengay in sha Allah..,positive,positive,positive,positive,sports,True,sports§positive
OK lala g aik deal kartay hai just 5year bus phir ni rokon gi,negative,positive,negative,negative,sports,False,sports§negative
sir apko 2015 main India k khalaaf ODI khailna chaiay us k baad beshak choar dana,negative,negative,negative,negative,sports,True,sports§negative
Nazir bhai ap ko koi chans kyn nahe deta ha. Ap ke game our lala shahid khan ke mujhe pasand ha!,negative,positive,negative,negative,sports,False,sports§negative
khuda ka hoof kro lala aisay kaisay ap itni jldi retire ho sktay ho,negative,negative,negative,negative,sports,True,sports§negative
yar lala ney decide kr liya hey WO decision ni change Karen ge,negative,positive,negative,negative,sports,False,sports§negative
ary take no tension yr.lala phly bhi 4 br retire hochuka hai. wapis ay ga phr iA,positive,positive,positive,positive,sports,True,sports§positive
Na Krn Na Lala Ap to kBi Ksi ko Nh Rulaty Aj kyn Zid kr Rhy. ;(,negative,negative,negative,negative,sports,True,sports§negative
Lala Kash Ap Dekh Skty Apke Fans ki Halat AWww.. ;( ;(,positive,negative,positive,positive,sports,False,sports§positive
aik to hamaray country main jo kuch hua Hus ki wajah sa pora country itna sad tha aur ap ki yeah news,negative,negative,negative,negative,sports,True,sports§negative
Plz ap abi b bht acha khelte ho a sahi nhi hay... Jald bazi m fesla na lo plzzzz hero g,negative,positive,negative,negative,sports,False,sports§negative
abb banda kya kahay. GaaliaN hi yaad aati hain.,negative,negative,negative,negative,sports,True,sports§negative
lala ap ka safar khtm ni hoa ha ap ny abi bht sy title lany hn records bnany han wc lany han,negative,positive,negative,negative,sports,False,sports§negative
Lala ap k decision ne mera mood off or dia U made me cry ;;;;-(,negative,negative,negative,negative,sports,True,sports§negative
LAALAAAAAAAAAAAAAAAAAAA YEH AAP KYA KEH RAHEY HAIN,neutral,neutral,neutral,neutral,sports,True,sports§neutral
Lala!! Aap k bagair team incomplete h!!!!!,negative,negative,negative,negative,sports,True,sports§negative
apney dushmano ko khush na krey,negative,negative,negative,negative,sports,True,sports§negative
"aap jesa na koi tha,..he ,.. na ho ga,..",negative,positive,negative,negative,sports,False,sports§negative
lala r ap k yeh fan ap k har ups n downs m ap k sth the :( :(,neutral,positive,neutral,neutral,sports,False,sports§neutral
lala kehna kea chahty ho Plzz jana kahin nhi,negative,negative,negative,negative,sports,True,sports§negative
Lala plz 400 wickets complete karne ke bad retirement lena.!,neutral,negative,neutral,neutral,sports,False,sports§neutral
shahid bhai abhi ap ko abi nahi jana chahye tha Maa Shaa Allah abi ap fit ho,neutral,positive,neutral,neutral,sports,False,sports§neutral
shahid bhai agar aap retirement lenge to me ODI dekhna chordunga. .. plz abhi retirement na le...,neutral,negative,neutral,neutral,sports,False,sports§neutral
"khna b ni he,...yh aap ka desicision he hmari srrr aankhon prr",neutral,positive,neutral,neutral,sports,False,sports§neutral
"l i dont thin k kisi k pass ap jesa talent hoga :""(",negative,positive,negative,negative,sports,False,sports§negative
lalalalallaaaaaaaaaaaaaaaaaa hme ap ki zrort h lala,neutral,positive,neutral,neutral,sports,False,sports§neutral
OK lalaaaa ap k ly bht mushkil decision ho ga ye ap ne soch k e lia ho ga we r with u always stay blessed my sweet lalaaa,neutral,positive,neutral,neutral,sports,False,sports§neutral
"hmaari kher he,..hm cricket dekhna chor den gy,.. :) :)",positive,negative,positive,positive,sports,False,sports§positive
"i know aap jo b kro gy,..achy cause k liye kro gy but :( aap hmary dil ki prwaah q ni krty :(",neutral,negative,neutral,neutral,sports,False,sports§neutral
lala ap jaisa koi ni aye ga ab pak crickt me laaaalaaaaaaaaaaa,negative,positive,negative,negative,sports,False,sports§negative
sabko or emotional na karo ab shahid,positive,negative,positive,positive,sports,False,sports§positive
ek baar commitment karli to khud ki b nei sunenge im with him in this decision,neutral,positive,neutral,neutral,sports,False,sports§neutral
"aray lala kia hogya ha apko, jb Misbah 41 ki age me khel skta ha to ap to abi 34 k ho,u must retire after 2023 w.cup",neutral,negative,neutral,neutral,sports,False,sports§neutral
Ap apna decision change Karo..,neutral,negative,neutral,neutral,sports,False,sports§neutral
mere sapna haa kee mee app se miloo jab kee me karachi me rahtaa huu magar app odi team see retirement mat leee,negative,positive,negative,negative,sports,False,sports§negative
abhi tmhary jesa koi nhe aya jb aye ga tb chor dena cricket :( plz abhi na jao,negative,positive,negative,negative,sports,False,sports§negative
Shahid bhai ap nay Kaha tha ka jab team pe bojh(Naozobillah) bano ga to retirement lo ga but lala ap kisi pe bojh nahi hai,neutral,negative,neutral,neutral,sports,False,sports§neutral
A-o-A Shahid bhai Kaise hai ap..but mai theak nahi ho.,neutral,negative,neutral,neutral,sports,False,sports§neutral
shahid bhai ap tou apne fans se pyr karty hain na unki respect krty hen na tou phir unky lye ye faisla wapis len plz :(,positive,positive,positive,positive,sports,True,sports§positive
shahid bhai plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz retirement na len plz :(,negative,positive,negative,negative,sports,False,sports§negative
Lala aapko Allah ka wasta hai aap please na jao. Aapsa koi bhi nahi hai team mai. Lala sirf aap hi team ke liya kheltey ho.,negative,negative,negative,negative,sports,True,sports§negative
bhai abhi fit hain abhi nhi choren plz apki zarurat hai pakistan ko :/,neutral,positive,neutral,neutral,sports,False,sports§neutral
KISKE 6 PAR BHANGRA DALUNGI MEEEEEEEEEEEEE!!!,neutral,positive,neutral,neutral,sports,False,sports§neutral
Bass ap nai ja rae... Hum nai jane den gay apko :* Loveee uuu Captain.Plzz Don't do this,negative,positive,negative,negative,sports,False,sports§negative
Shahid Bhai!!! Aap plZzzz apna decision change kr lain na!!!,neutral,neutral,neutral,neutral,sports,True,sports§neutral
Shahid bhai WC k baad ODI sy retire ho Jain gy!!,neutral,neutral,neutral,neutral,sports,True,sports§neutral
Abi na jaen chorh k...Dil abi bhara nai.... :( :( :(,negative,negative,negative,negative,sports,True,sports§negative
LaLa mujhe pata ha aap shugal laga rahe ho :P,positive,positive,positive,positive,sports,True,sports§positive
haha Ustanii bs theek ha ab lahore aaoo zaraa no vip protocol hahaha,neutral,negative,neutral,neutral,sports,False,sports§neutral
haha achaa janab jadsy kahoo bori tyaar hai hahaha,positive,negative,positive,positive,sports,False,sports§positive
"haha aw kana, lala ajiba khabri kavi!",neutral,neutral,neutral,neutral,sports,True,sports§neutral
lala abhi to career shuru hua hai and you retiring :(,neutral,negative,neutral,neutral,sports,False,sports§neutral
"Bhai lgta hai ab humein ap ke ghr ke samny dharna dena ho ga aur yeh kehna ho ga ""NO AFRIDI NO""",negative,negative,negative,negative,sports,True,sports§negative
mn cricket dekhna he chor dun gi,neutral,negative,neutral,neutral,sports,False,sports§neutral
abi na jao chor kar abi to muja ap ka buhat Sara sixes deknay hain,negative,negative,negative,negative,sports,True,sports§negative
"meri manain tu politics main kabhi na ana / ju ezzat kamai hay us ka bhi falooda ban jay ga , baqi app ki marzi",negative,negative,negative,negative,sports,True,sports§negative
lala itni jaldi kyun ho rahay ho retire??,neutral,negative,neutral,neutral,sports,False,sports§neutral
2020 mn bh retire hte tb b logon ko itna hi dukh hta coz ppl love him alot nd love him sincerely..,neutral,positive,neutral,neutral,sports,False,sports§neutral
lala......... :( abhi na jayn chor kar k dil abhi bhara nai.,negative,neutral,negative,negative,sports,False,sports§negative
aap ni ho gy o mri life se cricket blkll khtm ho jye gi :(,negative,negative,negative,negative,sports,True,sports§negative
lala plzzzzzzzzzzzzzzzzz na kerein laalaaaaaaa :( :( lala plzz apne fans k sth itna bara zulm na krein,negative,positive,negative,negative,sports,False,sports§negative
lala bht jaldiiiiiiiiiiiiiiiiiiii h yeh plzzzz llala na rolye apne fans ko laaalaaaaaaaaaaaaaaaaaaaaaaaaa sun le na,positive,,positive,positive,sports,False,sports§positive
Lala ap ne acha nahi kiya apne fans k sath ap ko 2019 tak odi khelna chahiye :( :(,negative,negative,negative,negative,sports,True,sports§negative
