text,sentiment,sourcesheet,unanimous,annotator_1,annotator_2,annotator_3
اگر کسی اور نے بھی کھانا ہے تو جلدی بتا دیں تا کہ سب کو میں اپنا غلط ایڈریس بتا دوں,negative,food and recipes,True,neg,neg,neg
میں اور میری فیملی نے  یمی انڈیں ریسٹورانٹ سے,neutral,food and recipes,True,neu,neu,neu
مصالحہ دوسا,neutral,food and recipes,True,neu,neu,neu
مدراسی چائے,neutral,food and recipes,True,neu,neu,neu
اس کو آسان لفظوں میں پھیکا رائس کیک سمجھ لیں جو ناریل کی چٹنیاور سامبر کے ساتھ کھاتے ہیں اب سامبر کیا ہوتا ہے یہ سوال کھڑا ہوجاتا ہے,positive,food and recipes,False,neu,pos,pos
سامبر ایک دال کی ڈش ہے جو سبزیوں کے ساتھ بنتی ہے,neutral,food and recipes,True,neu,neu,neu
میں نے آج ناشتے میں میتھی پیاز اور چپاتی کھائی ہے,neutral,food and recipes,True,neu,neu,neu
میرا تو یہ روز کا معمول ہے انار جوس کے بغیر تو ناشتہ مکمل ہی نہیں سمجھی,negative,food and recipes,False,neg,neu,neg
ہوبھی سکتا ہے نہیں بھی  اس ہفتے کے چیک اپ میں بلڈ پریشر نارمل آیا ہے اس کے لئے دوائیاں نہیں لیتا پر دو گھنٹے سخت ورزش جم میں کرتا ہو,negative,food and recipes,False,neg,pos,neg
آج کا ناشتہ روکھا پراٹھا  چکن وتھ بروڈ بین کری,neutral,food and recipes,True,neu,neu,neu
چائے الحمدللہ,positive,food and recipes,True,pos,pos,pos
صبح روٹی مینگو جیم لگا کر کھائیصبح اکثر ناشتہ کرنے کو دل نہیں کرتا اس لئے جیم لگا کر روٹی کھا لیتا ہوں ,negative,food and recipes,False,neg,neu,neg
اور صبح گیارہ بجے ایک عدد سیب کھا لیتا ہوں,neutral,food and recipes,True,neu,neu,neu
نشاندہی کا شکریہ اب دیکھیں تصحیح کر دی ہے,positive,food and recipes,True,pos,pos,pos
آج کا ناشتہ زبردست ناشتہ مکسیکن شاورما سینڈوچ گھر کا بنا ہوا,positive,food and recipes,True,pos,pos,pos
دو کھاکر آیا دو لنچ کے لئے لے آیا ہوٹ پوٹ میں ڈال کر,neutral,food and recipes,True,neu,neu,neu
بھائیو یہ کیا غضب کرتے ہو خوشحال گھرانے کا تعلق بھلا ناشتے سے کب سے ہو گیا   کیوں قوم کے اتنی محنت سے بنائے گئے کنسیپٹس کا بیڑا غرق کررہے ہیں آپ ناشتہ ناشتہ ہوتا ہے اور خوشحال گھرانہ خوشحال گھرانہ ہوتا ہے کیا سمجھے آپ,neutral,food and recipes,False,neg,neu,neu
جناب والا صبح دو روٹیا ں کھا لیں سالن کے ساتھ یا پھر دو پیس بریڈ اسے ناشتہ ہی کہیں گے,neutral,food and recipes,True,neu,neu,neu
اوپر جو انہوں نے ناشتہ کیا دیکھا جائے تو انہوں نے ناشتہ نہیں کیا بلکہ صبح کا کھانا کھایا تا کہ دوپہر دو بجے تک تو کام کرتے رہے اور بھوک بھی نہ لگے,neutral,food and recipes,True,neu,neu,neu
آپ نے کہا سو یہ اطلاع ہوئی کوئی اور کہے تو سیدھی دھمکی ہ,negative,food and recipes,True,neg,neg,neg
کبھی اڈلی کا ناشتہ بھی کرلیا کیجیے بھیا,neutral,food and recipes,True,neu,neu,neu
اڈلی دس منٹ میں تیار ہوجاتی ہے لیکن اس کے لیےپہلے آپ اڈلی میکر خرید لیجیے پھر ترکیب ,neutral,food and recipes,True,neu,neu,neu
اڈلی سانچے دستیاب ہیں پر اس کی صفائی اڈلی پیسٹ اور اڈلی کے لیے سامبر یا چٹنی کل ملا کر دس منٹ میں نہیں ہو پاتی  اسی لیے ہمارا وفا دار سینڈوِچ ہی بھلا,neutral,food and recipes,True,neu,neu,neu
رات میں ڈنر کے لیے وقت دیں یا اگلے دن ناشتہ کی تیاری کے لیے,neutral,food and recipes,True,neu,neu,neu
یہاں کم از کم دس منٹ مل جاتے ہیں وہاں وہ بھی نسیب نہی,negative,food and recipes,False,neg,neu,neg
ریڈی میڈ اڈلی دس منٹ میں خرید ہی سکتے ہیں,neutral,food and recipes,False,neu,pos,neu
چپاتیمسور کھڑے دال مرغی کا سالن کل رات کی بچی ہوئی,neutral,food and recipes,True,neu,neu,neu
حلوہ کم ہی ملتا ہے اس لئے گلاب جامن کھائے,neutral,food and recipes,True,neu,neu,neu
چائے کا ذائقہ صبح تک ٹھیک رہتا ہے,positive,food and recipes,True,pos,pos,pos
سطر تبدیل کردی ہے اب,neutral,food and recipes,True,neu,neu,neu
روزآنہ کا معمول چائے سینڈوچ  انار جوس,neutral,food and recipes,True,neu,neu,neu
 ایک کپ چائے,neutral,food and recipes,True,neu,neu,neu
بڑے بھائی ناشتے کے بعد آپ پورا دن اور کچھ نہیں کھاتے کیا ,negative,food and recipes,False,neg,neu,neg
دراصل ایکس بھائی اپنے ناشتہ میں میرا دو دن کا لنچ بھی بتا گئے,neutral,food and recipes,True,neu,neu,neu
میرے منہ میں پانی آگیاکیوں ترسا ترساکے مارو گےکیا؟,neutral,food and recipes,False,neu,pos,neu
للچائی ہوئی نظروں سے دیکھ دیکھ کرتوند شریف میں دردِ شریر ہوگیا ,negative,food and recipes,False,neg,neu,neg
میرا صبرکا پیمانہ لبریز ہوچکا,negative,food and recipes,False,neg,neu,neg
بڑے بھائی نے 27 دن بعد تو ناشتہ کیا ہے اور آپ کیسی باتیں کر رہے ہیں,neutral,food and recipes,True,neu,neu,neu
ناشتہ تو بنا ناغہ کرتا ہوں لیکن روز نہ لکھنے کی وجہ یہی وخری بات ہے کہ دل دکھانا نہیں چاہتا,positive,food and recipes,False,pos,neu,pos
اچھا ,positive,food and recipes,True,pos,pos,pos
یہ جو درجن سے زیادہ ناشتے لکھے جا چکے ہیں انھیں معاف کروا لیجی,positive,food and recipes,True,pos,pos,pos
مرغ چنے ہیں مرغ کو چھپاکر رکھا تھا تاکہ نظر نہ لگے ,positive,food and recipes,False,pos,neu,pos
بہت خوب نام چھپا لیا اور پلیٹ سامنے رکھ دی,positive,food and recipes,False,pos,neu,pos
پیسے آپ کو دینے ہیں اسلئے سامنے رکھ دیا کہ کھایا تو ہم نے ,neutral,food and recipes,True,neu,neu,neu
ناشتہ تھا لنچ تو میں لکھنے والا ہوں ,neutral,food and recipes,True,neu,neu,neu
یعنی تیل میں ڈوبی ہوئی چیزوں کے ساتھ ناشتہ ؟,neutral,food and recipes,True,neu,neu,neu
احتیاط سے تھوڑا کھایا ہے,positive,food and recipes,False,pos,neu,pos
ویسے ناشتے میں نمک  مرچ اور تیل سے پرہیز ہی بہتر,positive,food and recipes,False,pos,neu,pos
اے بھیا ایکس بوائے بندہ کھانے کیلئے کماتا ہے یہ کمانا بہت بھگاتا ہے پھر زیادہ کھانا راس نہیں آتاہے اور زیادہ کھانا پھر بھگاتا ہے جم کی ایکس سائز بھی کرواتا ہے پاپی پیٹ لٹک مٹک جاتا ہے اور لاکھ کوشش سے واپس نہیں جاتا ہے آخر یہ چکر کیا ہے,negative,food and recipes,False,neg,neu,neg
اللہ کھلاتا ہے الحمدللہ,positive,food and recipes,True,pos,pos,pos
کارن فلیکس دودھ سیب  شہتوت کا جوس,neutral,food and recipes,True,neu,neu,neu
روٹی کو اس میں ڈب کرکر کھایا ہے,neutral,food and recipes,True,neu,neu,neu
 ساتھ میں چائے,neutral,food and recipes,True,neu,neu,neu
کارن فلیکس دودھ ایپل جوس,neutral,food and recipes,True,neu,neu,neu
ریزن بران لیکٹوز فری دودھ کافی,neutral,food and recipes,True,neu,neu,neu
شامی کباب دو عدد کو دو چھوٹے بنعام بن کے سائز میں آدھا شامی کباب کے سائز کا میں سموکر اس میں زیتون اور بٹر گارلک پیسٹ پھیلاکر صبح کا ناشتہ کھایا ہے اور ساتھ میں چائے الحمدللہ,positive,food and recipes,False,pos,neu,pos
بے شک ہم کافی نعمتوں کو جٹھلاتے ہیں ناشکرے ہونے کے باوجود اللہ تعالی جو اکلوتا رب العالمین ہے ہمیں کبھی بھولتا نہیں انسان ہی غافل ہے,negative,food and recipes,False,neg,pos,neg
اوٹس میں دو انجیر کتر کر تھوڑے کشمش تھوڑے بادام خالص شہد سے سونے پر سہاگہ ہوجاتا ہے,positive,food and recipes,False,pos,neu,pos
اس میں 200م ل فل فیٹ دودھ  الحمدللہ,positive,food and recipes,True,pos,pos,pos
ابھی سوچ رہی ہوں کیا کھایا جائے ناشتے میں,neutral,food and recipes,True,neu,neu,neu
کیا وہاں صبح ابھی ہورہی ہے,neutral,food and recipes,True,neu,neu,neu
صبح تو ہوچکی بس چھٹیاں منا رہی ہوں سو ک,positive,food and recipes,False,pos,neu,pos
سنا ہے انجیر شہدکھجور ان میں سے ایک چیز ہی ایک دن میں کھانی چاہیئے سب کو مکس نہیں کرنا چاہی,negative,food and recipes,True,neg,neg,neg
محترم یہ بات نہیں حدیث ہے اس لیے اس لسٹ کی چیزوں کو ایک دن کے وقفے سے استعمال کیا کریں آپ  انجیر کھجور شہد کشمش  ان میں سے کسی چیز کو دوسری کے ساتھ مکس نہیں کر سکتے اسی طرح شہد اور سرکہ مکس نہیں کرنا چاہیئے یہ بھی حدیث ہے,neutral,food and recipes,False,neu,pos,neu
زیک صاحب آپ متفق نہیں تو ثبوت لایں  ویسے اس طرح آپ گنہگار ہو سکتے ہیں,negative,food and recipes,False,neg,neu,neg
چپاتی چنادال مچھلی کے شامی کباب اور چائے,neutral,food and recipes,True,neu,neu,neu
الحمدللہ,positive,food and recipes,True,pos,pos,pos
یہ فول کھانے کے بعد پیٹ انسان کو فول بناتا رہتا ہے وضوء بار بار جاسکتاہے,negative,food and recipes,False,neu,neg,neg
دو چپاتی زیتون کا اچار دہی طحینہ اور چائے,neutral,food and recipes,True,neu,neu,neu
نان چنا چائے,neutral,food and recipes,True,neu,neu,neu
روٹی فول خمسخوبانی کی چٹنی  نمکین پنیرمصری اور شہد یا جام,neutral,food and recipes,True,neu,neu,neu
یہ تین آدمیوں کا ناشتہ ہے الحمدللہ,positive,food and recipes,True,pos,pos,pos
اوٹسجو کا فلیکس دودھ میں انجیر اور کالی کشمش کے ساتھ,neutral,food and recipes,True,neu,neu,neu
دوپہر دو بجے ناشتہ کیا ریسٹورنت سے دو روٹیاں ساتھ چنے سفید کا سالن اور سلاد بعد میں چاچے کی کڑک چائے شکر ہے اللہ کا مزہ آ گیا,positive,food and recipes,True,pos,pos,pos
ناشتہ سے مراد ہلکا پھلکا کھانا ہوتا ہے پیٹ بھرنا نہین,negative,food and recipes,False,neg,neu,neg
اوٹس میں تازہ دودھ  بادام  اخروٹپمکن سیٹسن فلاور سیٹڈرائی کرین بیری انجیرکالی کشمش السی گوند شہد الائچی پاؤڈر سب حسب منشاء ,neutral,food and recipes,True,neu,neu,neu
ڈال کر تقریبا 400 گرام کے باؤل میں کھایا,neutral,food and recipes,True,neu,neu,neu
اب میں نئی جگہ ٹرانسفر ہو گیا ہوں صبح ریڑھی سے چاول چنے کھاتا ہوں اور دوپہر اور شام میں بد تمیز لوگوں کے ریسٹورنٹ سے کھانا کھاتا ہوںاستغفراللہ,neutral,food and recipes,False,neu,neg,neu
اللہ عزوجل تمام مسلمانوں کو نیک اور ایک بنائے آمین,positive,food and recipes,True,pos,pos,pos
صبح حسب ذائقہ وہی چنے چاول,neutral,food and recipes,True,neu,neu,neu
دو عدد کباب بھرے چپاتی  رائتہ,neutral,food and recipes,True,neu,neu,neu
اللہ نے کھلایا ہے لیکن زوجہ نے پکاکر دیا ہے شکر,positive,food and recipes,True,pos,pos,pos
الحمدللہ رب العالمین,positive,food and recipes,True,pos,pos,pos
ہلکا پھلکا سیدھا سادا ناشتہ ہے,positive,food and recipes,False,pos,neu,pos
رات کو جو کچھ بچا ہوا صبح استعمال ہوجاتا ہے,neutral,food and recipes,True,neu,neu,neu
آج کل دوپہر میں دو عدد کیلے ایک چھوٹا دوسا اور ایک چائے کا کپ,neutral,food and recipes,True,neu,neu,neu
صبح کا ناشتہ اور رات کا کھانا گھر میں کھاتا ہوں  آج کل ہلکا پھلکا کھان,neutral,food and recipes,True,neu,neu,neu
دو چپاتی,neutral,food and recipes,True,neu,neu,neu
دال گوشت,neutral,food and recipes,True,neu,neu,neu
دہی,neutral,food and recipes,True,neu,neu,neu
مطلب اے کہ کدی بیگم نے ناشتہ دِتا ای نئی,neutral,food and recipes,False,neu,neg,neu
فجر کو ایک گلاس پانی سے کام چلایا گھر سے نکلنے سے پہلے ایک کیلا اور پونا سیب کھایازوجہ نے اصرار بہت کیا کہ ناشتہ کرکے جائے لیکن کام میں جانے کی جلدی تھی ویسے میں روز لیٹ ہوتا ہو  پتا نہیں کل سے کیا موڈ بن گیا کہ وقت کی پابندی کرنے لگ گیا پھر یہاں آفس آکر,negative,food and recipes,False,neu,neg,neg
قریب کے ریسٹورانٹ سے مصالحہ دوسا سامبر ناریل چٹنی کھایا اور ایک کپ چائے  الحمدللہ,positive,food and recipes,True,pos,pos,pos
بنگالی کھانو ں میں مچھلی کافی اہم ہے اور چاول سنا ہے ناریل کا استعمال بھی سبھی کھانوں میں ہوتا ہے باقی روشنی آپ ڈالیں,neutral,food and recipes,True,neu,neu,neu
مچھلی اور چاول تو ان کی غذا کا لازمی جزو ہیں,neutral,food and recipes,True,neu,neu,neu
ضروری نہیں کہ بڑی مچھلی ہی ان کو کھانے کو ملے یہ چھوٹی چھوٹی مچھلیاں بھی سل وٹے سے پیس کر اس کا سالن بنا کر کھا جاتے ہی,negative,food and recipes,False,neg,neu,neg
چیچڑی یا چڑچڑی مچھلی تو یہ لوگ آنکھوں سمیت بھون کر کھا جاتے ہیں,neutral,food and recipes,True,neu,neu,neu
بلکہ سنا ہے کہ اندر سے صفائی تک نہیں کرتے,negative,food and recipes,False,neg,neu,neg
بنگالیوں کی مٹھائیاں بھی کافی مشہور ہوتی ہیں,positive,food and recipes,False,pos,neu,pos
بنگالی رس گلے,neutral,food and recipes,True,neu,neu,neu
پتلی دال اور چاول کھائیں ہیں کوریامیں بہت بنگالی رہتے تھے مچھلی بھی کھائی ہے,neutral,food and recipes,True,neu,neu,neu
مگر وہ مچھلی نہ کھا سکا جو پیس کہ مصالحہ بنا کر رکھتے ہیں,negative,food and recipes,False,neg,neu,neg
ڈھاکہ سوئیٹ کے کی دکان تو کراچی میں بھی مشہور ہے بھاشانی کی بھی,positive,food and recipes,False,pos,neu,pos
پسی مچھلی زندہ کیا حلال ہے؟,positive,food and recipes,False,pos,neu,pos
بنگالی مچھلی نہیں موسلی کھاتے ہ,negative,food and recipes,False,neu,neg,neg
اس کو دھوپ میں سکھا لیتے ہیں اچھی طرح پھر اس کو مصالحوں کے ساتھ رکھا جاتا ہے,positive,food and recipes,False,pos,neu,pos
 یہ اسی میں گل جاتی ہے,negative,food and recipes,False,neg,neu,neg
حلال ہوتی ہے,positive,food and recipes,True,pos,pos,pos
اصل میں اسے سکھا کر پیسا جاتا ہے,positive,food and recipes,False,pos,neu,pos
 اس کی بو میری برداشت سے باہر ہے,negative,food and recipes,True,neg,neg,neg
را فش حلال ہے؟,positive,food and recipes,False,pos,neu,pos
موسلی ساول کا نہیں پتہ آپ کو؟,negative,food and recipes,False,neg,neu,neg
یعنی چ بنگالی میں نہٰیں ہوتی؟,negative,food and recipes,False,neg,neu,neg
خوب,positive,food and recipes,True,pos,pos,pos
وہ سوکھی مچھلی کا پیسٹ میں نے بہت بار کھایا ہے ہوا ٹائٹ ہوجاتی ہے اس کو کھانے کے بعد کیونکہ بہت تیز مرچوں کا استعمال کرتے ہیں,neutral,food and recipes,True,neu,neu,neu
اور جو بنگالی شاول موسلی اور دال کھاتے وقت کہنیوں تک دال اور پتلے شوربے سے لبریز ہوتے ہیں ان کے متعلق کیا خیال ہے؟,negative,food and recipes,False,neg,neu,neg
بنگالیوں کی سب سے فیوریٹ مچھلی ہلسا ہ,positive,food and recipes,True,pos,pos,pos
کچھ بنگالی ’چ ‘کو’ س‘ کی طرح تلفظ کرتے ہیں بطور خاص بنگلہ دیش کے اس لئے چاول ساول ہو جاتا ہے اور مچھلی موسلی مغربی بنگال میں مچھلی اور چاول نہیں بولا جاتا مانچھ بھات کہا جاتا ہ,negative,food and recipes,False,neg,neu,neg
آپ نے ہندوستانی کھانوں کے دھاگے میں کیوں شرکت نہیں کی؟,negative,food and recipes,False,neg,neu,neg
ہندوستان اور پاکستان کو دو الگ ملک نہیں سمجھتا میں اسی لئے ’پاکستانی‘ کھانوں پر بھی سوال اٹھایا تھا ہاں بنگالی کھانے مغربی یا مشرقی پنجابی یا شمالی ہندی مع پاکستانی جنوبی ہندی قسم کے علاقائی تو ہو سکتے ہیں تہذیبی اعتبار سے ہندوستانی پاکستانی کلچر ایک ہی ہے ہاں ہندو مسلم کا بھی فرق ہوتا ہے کبھی کبھی,negative,food and recipes,False,neg,neu,neg
مجھے تو ڈیشوں میں بھی کچھ فرق لگتا ہے مثال دے چکا ہوں پہلے ہی  جو ڈیشز بتاییں تھیں وہ صرف انڈیا کی ہیں پاکستان کی نہیں,negative,food and recipes,False,neg,neu,neg
ترکیب کے لیے کسی بنگالی سے رابطہ کریں,neutral,food and recipes,True,neu,neu,neu
بنگالیوں نے کمال کردیا,positive,food and recipes,True,pos,pos,pos
پاکستانی ٹیم کو تاریخی شکست اسی کھانے کی بدولت,negative,food and recipes,False,neg,pos,neg
آج کل فیس بک میں بہت مصروف ہیں ایسا لگ رہا ہے کہاں ہوتے ہیں اور کب کھلارہے ہیں محفل کو بنگالی کھانے؟,negative,food and recipes,False,neg,neu,neg
پہلے تو یہ بتائیں جولائی میں انارکہاں سے لائے,neutral,food and recipes,True,neu,neu,neu
ماموں نے گھر میں انار کے پودے لگائے ہوئے ہیں وہاں سے آئے ہیں,neutral,food and recipes,True,neu,neu,neu
انار کے دانے نکال کر ان کو بلینڈر میں ڈال کر تھوڑی دیر تک بلینڈ کریں اور بعد میں چھان لیں,neutral,food and recipes,True,neu,neu,neu
باقی جو جوس نکلے اس میں اگر چینی ڈالنا چاہییں تو ڈال لیں اور اگر وہ تھوڑے کھٹے ہیں تو تھوڑا سا نمک بھی  پھر سے بلینڈ کریں اور اس میں آئس کیوبز ڈالیں اور پئیں  اٹس دیٹ سمپل,neutral,food and recipes,True,neu,neu,neu
باقی ایک کاک ٹیل کا طریقہ بتا دیتا ہوں,neutral,food and recipes,True,neu,neu,neu
فریش انار کے دانوں کا رس,neutral,food and recipes,True,neu,neu,neu
 اگر سفید جھاگ زیادہ ہو تو الگ کردو,neutral,food and recipes,True,neu,neu,neu
 اس میں ڈبے والا پائن ایپل کا جوس ایک گلاس انار کے رس میں آدھے سے تھوڑا کم گلاس شامل کرو,neutral,food and recipes,True,neu,neu,neu
بہت مزے کی لگتی ہے,positive,food and recipes,True,pos,pos,pos
دیٹس گریٹ,positive,food and recipes,True,pos,pos,pos
ابھی کوشش کرتا ہوں,neutral,food and recipes,True,neu,neu,neu
بہت شکر,positive,food and recipes,True,pos,pos,pos
یہ بھی بنانی پڑے گی فہیم بھائی آپ تو اچھے خاصے ماسٹر آدمی ہیں,positive,food and recipes,True,pos,pos,pos
بس یہ دیکھ لینا کہ امی اس گرانڈر میں مصالحہ نا پیستی ہوں کیونکہ ہمارے گھر میں بھی ایک مصالحہ والا ہے دوسرا ملک شیک یا جوس بنانے کے لئے باقی عائشہ اور فہیم بھائی نے طریقہ تو بتا ہی دیا ہے,negative,food and recipes,False,neg,neu,neg
ہمارے یہاں بھی بلینڈر مصالحے اور شیک کا الگ ہے,neutral,food and recipes,True,neu,neu,neu
لیکن جوسر الگ جس سے سیب سنگترے اور انار وغیرہ کا جوس نکالا جاتا ہے,neutral,food and recipes,True,neu,neu,neu
تراکیب تو فہیم بھائی نے اور عائشہ عزیز مانو نے بتا دیں ہیں جب تیار ہوجائے تو اک گلاس ذرا ادھر بھی  ,neutral,food and recipes,True,neu,neu,neu
میرا خیال ہے فیصل آباد میں روزہ بند ہوگیا ہے,neutral,food and recipes,True,neu,neu,neu
فریج کس دن کام آئے گی بھیا؟,neutral,food and recipes,True,neu,neu,neu
بہنا میں نے کبھی پیا نہیں سو ذائقہ تو معلوم نہیں  البتہ ترکیب یوں ہے مٹھی بھرخشک انار دانے کو آدھے لیٹر پانی میں 10 منٹ تک جوش دے کر جوشاندہ تیار کرلیں اور چھان کر استعمال کریں,negative,food and recipes,False,neg,neu,neg
چلو میں بناؤں گی,neutral,food and recipes,True,neu,neu,neu
آپ ٹرائی مار کر دیکھ لیں جناب,neutral,food and recipes,True,neu,neu,neu
یخنی بنتی ہے یا جوس,neutral,food and recipes,True,neu,neu,neu
میرا مسئلہ یہ ہے کہ مجھے جولائی کے مہینے میں انار نہیں ملے ,negative,food and recipes,False,neg,neu,neg
انار سے ہمیں یاد آیا,neutral,food and recipes,True,neu,neu,neu
انار اور انار کلی کا آپس میں کیا رشتہ ہے,neutral,food and recipes,True,neu,neu,neu
ایک انار لیںاور اسکا جوس نکال لیںجوس تیار ہ,neutral,food and recipes,True,neu,neu,neu
یک کیوں جی دو تین گلاس بھیجوں گا ایک سے کیا بننا آپ کا,neutral,food and recipes,False,neu,pos,neu
میں نے اس لئے نہیں ٹیگا کہ کہیں بزنس کے پیپرز میں انار کے جوس کی ترکیب نہ لکھ آئیں ,negative,food and recipes,False,neg,neu,neg
ابھی بھی دیر نہیں ہوئی کوئی نئی تریب بتا دیں لیکن کسی سے پوچھے بغی,positive,food and recipes,False,pos,neu,pos
لیکن اس سے پہلے انار کو شہزادہ سلیم ثابت کرنا پڑے گا ,positive,food and recipes,False,pos,neu,pos
سبحان اللہ,positive,food and recipes,True,pos,pos,pos
کیا ہی آسان اور عمدہ ترکیب ہے,positive,food and recipes,True,pos,pos,pos
ایک انار اور سو بیمار والا محاورہ یہاں سچا ہوگیا ہے,neutral,food and recipes,True,neu,neu,neu
اپنے تمام انار  جو ماموں کے مرہونِ منت ہیں  کسی خوانچے والے کے پاس لے جائیں جو پہلے سے انار کا جوس نکالنے کا کم وبیش 80 سال کا تجربہ رکھتا ہو اس کو آدھی قیمت دیں اور جوس نکلوا کر واپس گھر  اور پھر انجوائے کریں  مگر افطار کے بعد  آسان سا نسخہ اور مزےدار بھی,positive,food and recipes,True,pos,pos,pos
ہی ہی ہی یہ تو بڑا اچھا ترکیب بتائی ہے آپ نے انکلاس سے بھی زادا ایزی یہ ہے کہ کسی کے گھر جائیں ایز آ گیسٹ وہاں جا کر انار کے جوس کی فرمائش کر دیں انار کا جوس حاضر ہو جانا ہے دو منٹس می,positive,food and recipes,True,pos,pos,pos
مجھے علم ہوتا کہ آپ بھی ماہرِ امورِ خانہ داری ہیں تو ضرور کرتا آئندہ سے لازمی منسلک کروں گا کھانے پکانے کے دھاگوں میں,positive,food and recipes,True,pos,pos,pos
اس سے پہلے کہ کسی خوانچہ والے کے پاس جاؤں اتنی گرمی میں بہتر یہی ہے کہ انار ویسے ہی کھا لئے جائیں جوس اتنا مزیدار نہیں ہوت,neutral,food and recipes,False,neu,neg,neu
سوال یہ پیدا ہوتا ہے کہ انار کا جوس بنانے کی آخر کیا ضرورت پڑی ہے؟ جب انار کھایا بھی جا سکتا ہے تو ضرور جوس بنا کر بجلی خرچ کرنی ہے؟,neutral,food and recipes,False,neu,neg,neu
سارا مسئلہ تو دل کا ہے دل کہتا ہے جوس ہی پینا ہ,negative,food and recipes,False,neg,neu,neg
ویسے دیکھا جائے تو یہ قدرتی طریقہ سب طریقوں پہ بھاری ہ,negative,food and recipes,False,neg,neu,neg
یہ مجھے کچھ کچھ آئی ٹو آئی کی طرح کیوں لگ رہا ہ,neutral,food and recipes,True,neu,neu,neu
انار تو بہت ہیں آج کل بھی ابھی پچھلے دنوں ہم میانوالی سے آگے ذمے وال گئے تھے تو وہاں سے ہمیں ان لوگوں نے اپنے گھر سے توڑ کر دیے تھے کافی سارے,neutral,food and recipes,False,neu,pos,neu
یہاں اسلام آباد میں بھی بہت سی جگہوں پہ دیکھے ہیں,neutral,food and recipes,False,neu,pos,neu
اور یہاں فروٹ منڈیوں میں تو شاید ایک دو ہفتے سے میں دیکھ رہا ہوں,neutral,food and recipes,True,neu,neu,neu
ترکی میں انار کو درمیان سے دو حصے کرکے جسطرح موسمبی کا رس نکالتے ہیں اسی طرح نکالا جاتا ہے,neutral,food and recipes,True,neu,neu,neu
ایک کہاوت ہے کہ دھوبی کا پاؤں بھی حلال ہے کیونکہ دن رات پانی میں رہتا ہے  یہ حقیقت نہیں ہے,neutral,food and recipes,True,neu,neu,neu
کیکڑے پانی کا جانور ہے اور اس کے بارہ میں کوئی حدیث حلال حرام کی نہیں سنی,negative,food and recipes,False,neg,neu,neg
میں تو اس کو کراچی میں تھا جب سے کھاتا ہوں اور اب تک الحمدللہ,positive,food and recipes,True,pos,pos,pos
نہ کھاکر پشتانے سے اچھا ہے کہ کھاکر دیکھاجائے,neutral,food and recipes,True,neu,neu,neu
یہاں ناروے میں یہ کیکڑے جھینگے وغیرہ بہت مرغوب غذائیں ہیں میں انسے پتا کرکے بتاؤں کہ یہ کونسے فقہ سے تعلق رکھتے ہی,positive,food and recipes,True,pos,pos,pos
اس کے پیر کٹے ہوئے نہیں ہوتے البتہ اس کو ذبح کون کرے گا اس بارے راوی خاموش ہے ویسے اگر سبزی کھانے سے کوئی دبلا پتلا ہونا چاہتا ہے تو یہ تصویر بطور مثال حاضر ہ,negative,food and recipes,False,neg,neu,neg
لوبسٹر پر بھی روشنی ڈالیں ویسے کیکڑا حرام ہو تو عام بکتا کیوں ہے؟,negative,food and recipes,False,neg,neu,neg
فتوی تو کہ رہا ہے نا کہ اگر یہ مچھلی کی قسم ہے تو حلا ل ہے اب فیصلہ کر لیں,positive,food and recipes,True,pos,pos,pos
اگر یہ فیصلہ بھی ہم نے کرنا ہے تو مفتی صاحب نے کیا کام کیا؟ اس سوال کاجواب بھی کہ کیا یہ مچھلی کی قسم ہے یا نہیں مفتی صاحب کی ذمہ داری ہ,positive,food and recipes,False,pos,neu,pos
اگر کھاسکیں تو کھالیں البتہ مچھلی بازار میں کبھی دریائی گھوڑوں کو یا سمندری گھوڑوں کو بکتے نہیں دیکھا وجہ مجھ سے مت جانئے,negative,food and recipes,False,neg,neu,neg
ایک بات میں ضمناً واضح کردوں کہ کیکڑا فقہ حنفی میں حرام ہے یا نہیں لیکن اسلام میں کیکڑا مطلقاً حرام ہر گز نہیں ہے کیونکہ اگر یہ مطلقاً حرام ہوتا تو کویت اور دوسرے اسلامی ممالک جہاں حرام اشیا کھانا پینا ممنوع ہے یوں سرعام نا بک رہا ہوت,neutral,food and recipes,True,neu,neu,neu
مچھلی سے تو کیکڑوں کی کوئی رشتہ داری نہیں سمجھ آتیکہ یہ خشکی میں بھی رہتے ہیں ساحلی جنگلات میں درختوں میں بھی چڑھتے ہیں ہمہ خور ہیں اور مردار خوری میں معروف ہیں ,negative,food and recipes,False,neg,neu,neg
گنگارو حلال یا حرام؟ بدون سرچ و تلاش اپنے فہم سے جواب دیجی,neutral,food and recipes,True,neu,neu,neu
میرے خیال میں اس طرح کے جانور انتہائی صورتحال میں کھائے جاتے ہیں جب حلال و حرام کی قید ویسے بھی اٹھ چکی ہوتی ہے جب عام زندگی کے حلال جانور مل جائیں تو میں ان کو شاید کھانے کا سوچوں بھی نہیں,negative,food and recipes,False,neg,neu,neg
کویت میں جو چیزیں کھانے کے لئے حرام ہیں ان کی سر عام خرید و فروخت ممنوع ہے,negative,food and recipes,False,neg,neu,neg
اور میں نے محض کھانے پینے کی بات کی ہے ورنہ مجھے علم ہے کہ یہاں کیا کیا گل کھلتے ہی,positive,food and recipes,False,pos,neu,pos
